Timestamp,Sensor1_Pressure,Sensor2_Pressure,Pump_Pressure,Leakage
2025-01-01 00:00:00,102.48357076505616,96.60752634756389,151.7414312383341,0
2025-01-01 00:00:10,99.30867849414408,98.47250268473174,151.41661796267834,0
2025-01-01 00:00:20,103.23844269050346,97.01309469477428,145.31740077097254,0
2025-01-01 00:00:30,107.61514928204012,100.5520902347306,152.89792110881868,0
2025-01-01 00:00:40,98.82923312638331,105.98589265730956,142.54958662211692,0
2025-01-01 00:00:50,98.8293152152541,96.14478921429398,146.72907837119837,0
2025-01-01 00:01:00,107.89606407753696,105.00410248884207,140.00456093551097,0
2025-01-01 00:01:10,103.83717364576455,96.09163963826556,157.79313258481406,0
2025-01-01 00:01:20,97.65262807032524,95.76186393751559,148.84225253027353,0
2025-01-01 00:01:30,102.71280021792982,104.09297309171606,160.83442017408157,0
2025-01-01 00:01:40,97.68291153593769,104.60968189003809,154.01474963259747,0
2025-01-01 00:01:50,97.67135123214871,104.25704968381328,152.2404910667551,0
2025-01-01 00:02:00,101.20981135783018,93.4210129589093,147.068861528595,0
2025-01-01 00:02:10,90.43359877671101,97.67024510963975,144.7682498215629,0
2025-01-01 00:02:20,91.37541083743484,104.1149429600166,152.61485786948472,0
2025-01-01 00:02:30,97.18856235379513,100.20770920281947,149.6424299536351,0
2025-01-01 00:02:40,94.93584439832789,94.63153576901269,143.3036484225735,0
2025-01-01 00:02:50,101.57123666297637,102.29158969562721,142.4157079174584,0
2025-01-01 00:03:00,95.45987962239394,96.42596370504265,145.2064813542821,0
2025-01-01 00:03:10,92.93848149332354,108.97262424196106,159.10483612633115,0
2025-01-01 00:03:20,107.32824384460777,107.7242073120913,161.06638959005653,0
2025-01-01 00:03:30,98.87111849756732,103.02048713177784,151.02494573654454,0
2025-01-01 00:03:40,100.33764102343962,106.80503352384886,150.74471398120644,0
2025-01-01 00:03:50,92.87625906893271,100.3239567506169,148.3183981408524,0
2025-01-01 00:04:00,97.27808637737408,103.82718747187508,145.3275732584525,0
2025-01-01 00:04:10,100.55461294854933,107.38860147651037,156.87589528803622,0
2025-01-01 00:04:20,94.24503211288848,101.22749340897157,159.36788196948567,0
2025-01-01 00:04:30,101.87849009172837,98.72406414242859,145.53290457080357,0
2025-01-01 00:04:40,96.99680655040598,91.47689020911442,149.585808107877,0
2025-01-01 00:04:50,98.54153125103362,99.58433237139253,147.75066849644915,0
2025-01-01 00:05:00,96.99146693885301,104.11711592281156,147.89880462567513,0
2025-01-01 00:05:10,109.26139092254469,104.72816713783814,155.9295412771493,0
2025-01-01 00:05:20,99.93251387631032,102.52182532859204,143.4401922731694,0
2025-01-01 00:05:30,94.71144535522049,97.2935045251888,152.33234845468152,0
2025-01-01 00:05:40,104.11272456051594,90.11589215526205,153.64119053652934,0
2025-01-01 00:05:50,93.89578175014489,97.52392450997633,149.2892441319909,0
2025-01-01 00:06:00,101.04431797502377,98.47827564473025,154.46533913493386,0
2025-01-01 00:06:10,90.20164938060113,98.43535516404992,150.73825920268726,0
2025-01-01 00:06:20,93.35906975550785,103.09278178488962,156.08564960578056,0
2025-01-01 00:06:30,100.98430617934562,109.9283820550742,142.38897347537073,0
2025-01-01 00:06:40,103.69233289997705,100.61764600920546,148.25612369496565,0
2025-01-01 00:06:50,100.85684140594985,98.9163410542177,149.64093428574483,0
2025-01-01 00:07:00,99.4217585880588,98.70389093497954,136.63896307764327,0
2025-01-01 00:07:10,98.49448152205356,100.62192383453858,144.57023633210733,0
2025-01-01 00:07:20,92.60739004816287,95.858531198258,145.93200372820607,0
2025-01-01 00:07:30,96.40077895802645,100.60099279373027,154.74102997411674,0
2025-01-01 00:07:40,97.69680614520107,102.254061681659,146.465783268427,0
2025-01-01 00:07:50,105.28561113109458,101.04843031787244,145.9096050634701,0
2025-01-01 00:08:00,78.90985215954764,83.1695048814787,154.08742890328097,1
2025-01-01 00:08:10,91.18479922318633,102.16873804674267,141.91044677104972,0
2025-01-01 00:08:20,101.62041984697397,91.14051658876778,139.64377966278215,0
2025-01-01 00:08:30,98.07458859791842,103.18435079197701,148.19203849965328,0
2025-01-01 00:08:40,96.6153899984702,96.64492577168774,142.76146615960823,0
2025-01-01 00:08:50,78.15559019543788,84.13783836113728,142.95160352670175,1
2025-01-01 00:09:00,105.15499761247976,94.47774086072502,152.86716895843992,0
2025-01-01 00:09:10,104.65640059558099,102.16770805236264,154.3798691895629,0
2025-01-01 00:09:20,95.80391238388681,98.88712536387574,153.94432107926062,0
2025-01-01 00:09:30,98.45393812074393,91.59015608007294,155.54388330153617,0
2025-01-01 00:09:40,101.65631715701782,102.39018907596142,156.205671600074,0
2025-01-01 00:09:50,104.8777256356118,92.80195934600586,139.35704895586534,0
2025-01-01 00:10:00,97.60412881077355,100.69910679259105,152.25205979964733,0
2025-01-01 00:10:10,99.07170511668092,101.19249462836527,147.3519590021522,0
2025-01-01 00:10:20,94.46832512996986,104.42788540847522,146.26287877004782,0
2025-01-01 00:10:30,94.01896687959665,108.90842393233426,152.80207316104352,0
2025-01-01 00:10:40,104.06262911197099,93.1766183704973,141.34852260052125,0
2025-01-01 00:10:50,106.78120014285412,99.73763071968476,141.2444569706384,0
2025-01-01 00:11:00,99.63994939209833,98.61832352477892,153.16786372040858,0
2025-01-01 00:11:10,105.01766448946012,102.16874842980481,152.4389300875545,0
2025-01-01 00:11:20,101.80818012523817,101.07834385466809,150.68366327935755,0
